market,indicator,date,value,unit,source,source_type,frequency,notes
JP,Rates,2026-02-25,0.729,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-02-26,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-02-27,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-02,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-03,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-04,0.73,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-05,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-06,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-09,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-10,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-11,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-12,0.734,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-13,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-16,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-17,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-18,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-19,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-23,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-24,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-25,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-26,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-27,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-30,0.726,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-03-31,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-01,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-02,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-03,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-06,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-07,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-08,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-09,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-10,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-13,0.726,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-14,0.726,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-15,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-16,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-17,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-20,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-21,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-22,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-23,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-24,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-27,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-28,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-04-30,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-01,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-07,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-08,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-11,0.726,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-12,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-13,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-14,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-15,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-18,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-19,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-20,0.728,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-21,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-22,0.726,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-25,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-26,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-27,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-28,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-05-29,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-01,0.726,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-02,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-03,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-04,0.726,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-05,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-08,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-09,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-10,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-11,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-12,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-15,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-16,0.727,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-17,0.978,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-18,0.977,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-19,0.977,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-22,0.977,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-23,0.976,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
JP,Rates,2026-06-24,0.977,%,BOJ Time-Series Data Search manual export - FM01 STRDCLUCON,Manual official seed,daily,Dropped NA/weekend/blank future rows
SG,Rates,2025-06-26,1.8108,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-06-27,1.6345,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-06-30,1.5598,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-01,1.4297,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-02,1.4954,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-03,1.5695,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-04,1.4896,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-07,1.5986,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-08,1.6566,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-09,1.6217,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-10,1.6104,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-11,1.7048,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-14,1.6642,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-15,1.5284,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-16,1.5451,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-17,1.3029,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-18,1.3181,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-21,1.2996,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-22,1.4564,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-23,1.8136,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-24,1.9165,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-25,1.8852,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-28,1.7849,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-29,1.8668,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-30,1.8246,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-07-31,1.7516,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-01,1.5817,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-04,1.6645,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-05,1.6922,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-06,1.603,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-07,1.6337,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-08,1.6067,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-11,1.6123,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-12,1.3941,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-13,1.3742,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-14,1.3053,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-15,1.1958,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-18,1.2518,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-19,1.4948,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-20,1.7069,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-21,1.5064,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-22,1.2648,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-25,1.1347,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-26,0.9504,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-27,0.8668,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-28,0.9728,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-08-29,1.0396,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-01,0.7261,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-02,0.9315,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-03,1.4808,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-04,1.4707,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-05,1.7007,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-08,1.6383,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-09,1.7149,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-10,1.4302,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-11,1.3468,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-12,1.3736,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-15,1.3764,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-16,1.1235,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-17,1.1218,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-18,1.1129,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-19,1.5372,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-22,1.4201,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-23,1.3212,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-24,1.218,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-25,1.318,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-26,1.3773,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-29,1.3755,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-09-30,1.199,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-01,1.0402,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-02,1.0847,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-03,1.2469,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-06,0.9886,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-07,1.1621,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-08,1.243,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-09,1.5033,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-10,1.4439,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-13,1.2878,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-14,1.2879,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-15,1.2249,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-16,1.1306,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-17,1.3384,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-21,1.2262,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-22,1.1649,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-23,1.1507,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-24,1.2447,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-27,1.1525,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-28,0.9414,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-29,0.9622,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-30,1.1456,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-10-31,1.3515,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-03,1.0306,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-04,0.9741,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-05,0.8707,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
SG,Rates,2025-11-06,0.8568,%,MAS Domestic Interest Rates manual export - SORA,Manual official seed,daily,Manual official MAS SORA daily seed; Year/Month forward-filled by parser
